TARİH,SAAT,CEH.2 ÜST2 SET ISI_FARK
2024-11-01,22:33:48,380
2024-11-01,22:34:48,362
2024-11-01,22:35:48,332
2024-11-01,22:36:48,302
2024-11-01,22:37:48,275
2024-11-01,22:39:48,231
2024-11-01,22:40:48,212
2024-11-01,22:41:48,194
2024-11-01,22:42:48,176
2024-11-01,22:43:48,160
2024-11-01,22:44:48,144
2024-11-01,22:45:48,128
2024-11-01,22:46:48,113
2024-11-01,22:47:48,99
2024-11-01,22:48:48,85
2024-11-01,22:50:48,60
2024-11-04,22:24:59,158
2024-11-04,22:26:00,141
2024-11-04,22:28:00,107
2024-11-04,22:29:00,92
2024-11-04,22:30:00,77
2024-11-04,22:31:00,63
2024-11-04,22:22:59,195
2024-11-04,22:21:59,216
2024-11-04,22:20:00,268
2024-11-04,22:21:00,240
2024-11-04,22:15:00,374
2024-11-04,22:16:00,374
2024-11-04,22:17:00,367
2024-11-04,22:19:00,302
2024-11-04,11:00:04,63
2024-11-04,10:59:04,92
2024-11-04,10:57:04,104
2024-11-05,22:18:01,198
2024-11-05,22:19:01,178
2024-11-05,22:20:01,159
2024-11-05,22:21:01,140
2024-11-05,22:22:00,123
2024-11-05,22:23:00,107
2024-11-05,22:24:00,91
2024-11-05,22:25:01,76
2024-11-05,22:17:01,219
2024-11-05,22:16:01,244
2024-11-05,22:14:01,307
2024-11-05,22:15:01,273
2024-11-05,22:10:01,381
2024-11-05,22:11:01,381
2024-11-05,22:12:01,373
2024-11-05,22:13:01,345
2024-11-06,22:56:29,394
2024-11-06,22:58:28,401
2024-11-06,22:59:28,383
2024-11-06,23:00:28,347
2024-11-06,23:01:28,309
2024-11-06,23:02:28,277
2024-11-06,23:04:28,227
2024-11-06,23:05:28,206
2024-11-06,23:06:28,186
2024-11-06,23:08:28,150
2024-11-06,23:09:28,132
2024-11-06,23:11:28,100
2024-11-06,23:13:28,70
2024-11-06,23:14:28,57
2024-11-06,23:10:28,116
2024-11-07,22:18:00,184
2024-11-07,22:19:00,164
2024-11-07,22:19:59,146
2024-11-07,22:20:59,128
2024-11-07,22:22:00,111
2024-11-07,22:23:00,95
2024-11-07,22:23:59,79
2024-11-07,22:25:00,64
2024-11-07,22:17:00,206
2024-11-07,22:14:59,258
2024-11-07,22:13:00,329
2024-11-07,22:14:00,292
2024-11-07,22:10:00,366
2024-11-07,22:11:00,365
2024-11-07,22:12:00,357
2024-11-08,05:15:19,95
2024-11-08,06:30:05,212
2024-11-08,06:31:05,212
2024-11-08,06:32:05,199
2024-11-08,06:34:05,136
2024-11-08,06:35:05,108
2024-11-08,06:36:05,85
2024-11-08,04:22:44,89
2024-11-08,04:23:44,62
2024-11-08,06:33:05,168
2024-11-10,23:36:46,138
2024-11-10,23:35:46,157
2024-11-10,23:34:46,155
2024-11-10,23:33:47,143
2024-11-10,23:30:18,85
2024-11-10,23:14:57,107
2024-11-10,23:20:57,56
2024-11-10,23:19:57,64
2024-11-10,23:17:57,81
2024-11-10,23:16:57,89
2024-11-10,23:15:57,98
2024-11-10,23:18:57,73
2024-11-10,23:40:36,107
2024-11-10,23:13:57,116
2024-11-10,23:38:37,110
2024-11-10,23:43:36,61
2024-11-10,23:42:36,76
2024-11-10,23:41:36,93
2024-11-10,23:12:57,125
2024-11-10,23:39:36,119
2024-11-10,23:10:57,143
2024-11-10,22:50:57,388
2024-11-10,22:49:57,404
2024-11-10,22:48:57,421
2024-11-10,22:47:57,439
2024-11-10,22:46:57,457
2024-11-10,22:45:57,476
2024-11-10,22:51:57,373
2024-11-10,22:44:57,496
2024-11-10,22:42:57,543
2024-11-10,22:41:57,572
2024-11-10,22:40:57,604
2024-11-10,22:38:57,664
2024-11-10,22:37:57,687
2024-11-10,23:11:57,134
2024-11-10,22:43:57,518
2024-11-10,22:52:57,358
2024-11-10,22:39:57,636
2024-11-10,22:54:57,329
2024-11-10,22:53:57,343
2024-11-10,23:08:57,163
2024-11-10,23:06:57,184
2024-11-10,23:05:57,195
2024-11-10,23:04:57,206
2024-11-10,23:03:57,217
2024-11-10,23:07:57,173
2024-11-10,23:00:57,252
2024-11-10,22:55:57,315
2024-11-10,23:01:57,240
2024-11-10,22:56:57,302
2024-11-10,23:09:58,153
2024-11-10,22:57:58,289
2024-11-10,22:58:57,276
2024-11-10,22:59:57,264
2024-11-11,22:35:48,389
2024-11-11,22:38:47,332
2024-11-11,23:26:27,52
2024-11-11,22:39:47,297
2024-11-11,22:40:47,267
2024-11-11,22:41:47,241
2024-11-11,22:42:47,219
2024-11-11,22:44:47,180
2024-11-11,22:45:47,162
2024-11-11,22:47:47,130
2024-11-11,22:48:47,114
2024-11-11,22:49:47,100
2024-11-11,22:50:47,86
2024-11-11,22:51:47,72
2024-11-11,22:52:47,59
2024-11-11,22:36:47,388
2024-11-11,23:17:28,186
2024-11-11,23:18:27,191
2024-11-11,23:19:27,196
2024-11-11,23:20:27,197
2024-11-11,23:21:27,175
2024-11-11,23:22:27,144
2024-11-11,23:23:27,115
2024-11-11,23:24:27,91
2024-11-11,23:25:27,71
2024-11-11,03:11:45,231
2024-11-11,03:14:44,235
2024-11-11,03:15:44,237
2024-11-11,03:16:44,238
2024-11-11,03:17:44,240
2024-11-11,03:18:44,241
2024-11-11,03:19:44,232
2024-11-11,03:20:44,201
2024-11-11,03:21:44,167
2024-11-11,03:22:45,137
2024-11-11,03:23:45,113
2024-11-11,03:24:44,92
2024-11-11,03:26:44,54
2024-11-11,03:10:44,229
2024-11-11,03:09:45,228
2024-11-11,03:07:44,224
2024-11-11,02:39:44,174
2024-11-11,02:40:44,176
2024-11-11,02:41:44,178
2024-11-11,02:42:44,180
2024-11-11,02:43:44,182
2024-11-11,02:45:44,185
2024-11-11,02:46:44,187
2024-11-11,02:47:44,189
2024-11-11,02:48:44,191
2024-11-11,02:49:44,193
2024-11-11,02:50:44,195
2024-11-11,02:53:44,200
2024-11-11,02:54:44,202
2024-11-11,02:55:44,204
2024-11-11,02:56:44,205
2024-11-11,02:57:44,207
2024-11-11,02:58:44,209
2024-11-11,02:59:44,211
2024-11-11,03:00:45,212
2024-11-11,03:01:44,214
2024-11-11,03:02:45,216
2024-11-11,03:03:45,218
2024-11-11,03:04:44,219
2024-11-11,03:05:45,221
2024-11-11,03:06:44,223
2024-11-11,03:08:45,226
2024-11-11,02:38:44,172
2024-11-11,02:35:44,166
2024-11-11,02:34:44,164
2024-11-11,02:33:44,163
2024-11-11,02:19:45,130
2024-11-11,02:20:44,132
2024-11-11,02:21:44,134
2024-11-11,02:22:44,137
2024-11-11,02:23:44,140
2024-11-11,02:24:44,143
2024-11-11,02:25:44,146
2024-11-11,02:27:44,151
2024-11-11,02:28:44,154
2024-11-11,02:29:44,155
2024-11-11,02:30:44,157
2024-11-11,02:31:44,159
2024-11-11,02:32:44,161
2024-11-11,02:37:44,170
2024-11-12,22:41:03,369
2024-11-12,22:42:03,332
2024-11-12,22:43:03,298
2024-11-12,22:44:03,270
2024-11-12,22:46:03,224
2024-11-12,22:47:03,204
2024-11-12,22:48:03,185
2024-11-12,22:51:03,135
2024-11-12,22:52:03,120
2024-11-12,22:54:03,91
2024-11-12,22:55:03,77
2024-11-12,22:56:03,65
2024-11-12,22:57:02,53
2024-11-12,22:50:03,151
2024-11-12,23:16:52,75
2024-11-12,23:17:52,76
2024-11-12,23:18:52,53
2024-11-13,22:38:57,404
2024-11-13,22:39:57,382
2024-11-13,22:40:57,345
2024-11-13,22:41:57,310
2024-11-13,22:43:58,253
2024-11-13,22:44:58,231
2024-11-13,22:45:58,211
2024-11-13,22:46:58,192
2024-11-13,22:47:58,174
2024-11-13,22:49:57,140
2024-11-13,22:50:58,124
2024-11-13,22:54:57,69
2024-11-13,22:51:58,110
2024-11-13,22:55:58,56
2024-11-14,22:18:00,335
2024-11-14,22:19:00,299
2024-11-14,22:20:00,266
2024-11-14,22:21:00,238
2024-11-14,22:22:00,213
2024-11-14,22:23:00,191
2024-11-14,22:24:00,171
2024-11-14,22:25:00,153
2024-11-14,22:26:01,135
2024-11-14,22:27:00,118
2024-11-14,22:28:00,101
2024-11-14,22:29:00,85
2024-11-14,22:17:00,363
2024-11-14,22:30:00,70
2024-11-14,22:35:06,79
2024-11-14,22:36:05,95
2024-11-14,22:37:05,108
2024-11-14,22:38:06,119
2024-11-14,22:39:06,129
2024-11-14,22:40:06,138
2024-11-14,22:41:06,146
2024-11-14,22:43:06,160
2024-11-14,22:44:06,167
2024-11-14,22:45:06,173
2024-11-14,22:47:06,184
2024-11-14,22:31:00,57
2024-11-14,22:16:00,369
2024-11-14,22:15:00,369
2024-11-14,22:48:06,189
2024-11-14,22:50:06,198
2024-11-14,22:52:06,207
2024-11-14,22:53:06,211
2024-11-14,22:54:06,215
2024-11-14,22:55:06,219
2024-11-14,22:56:06,222
2024-11-14,22:57:06,226
2024-11-14,22:58:06,229
2024-11-14,22:59:06,232
2024-11-14,23:01:06,239
2024-11-14,23:02:06,242
2024-11-14,23:03:06,245
2024-11-14,23:04:06,248
2024-11-14,23:05:06,250
2024-11-14,23:09:06,261
2024-11-14,23:10:06,263
2024-11-14,23:11:06,265
2024-11-14,23:12:06,256
2024-11-14,23:13:06,231
2024-11-14,23:14:06,199
2024-11-14,23:18:06,116
2024-11-14,23:19:06,102
2024-11-14,23:20:06,88
2024-11-14,23:21:06,74
2024-11-14,23:22:06,62
2024-11-14,22:51:06,203
2024-11-15,22:33:03,384
2024-11-15,22:35:03,348
2024-11-15,22:36:03,312
2024-11-15,22:37:03,278
2024-11-15,22:39:03,225
2024-11-15,22:40:03,203
2024-11-15,22:41:03,183
2024-11-15,22:42:03,164
2024-11-15,22:43:03,146
2024-11-15,22:44:03,129
2024-11-15,22:45:03,112
2024-11-15,22:46:03,96
2024-11-15,22:47:03,81
2024-11-15,22:48:02,66
2024-11-15,22:49:03,52
2024-11-15,22:38:03,250
2024-11-18,22:29:00,104
2024-11-18,22:30:00,92
2024-11-18,22:31:01,79
2024-11-18,22:32:01,67
2024-11-18,22:33:01,55
2024-11-18,22:28:00,118
2024-11-18,22:26:00,147
2024-11-18,22:23:00,193
2024-11-18,14:57:58,68
2024-11-18,14:58:59,67
2024-11-18,15:00:58,69
2024-11-18,15:01:58,70
2024-11-18,15:02:58,73
2024-11-18,15:03:58,74
2024-11-18,15:04:58,75
2024-11-18,15:05:58,78
2024-11-18,15:06:58,79
2024-11-18,15:09:58,85
2024-11-18,15:10:58,88
2024-11-18,15:11:58,89
2024-11-18,15:13:58,93
2024-11-18,15:14:58,94
2024-11-18,15:15:58,96
2024-11-18,14:56:58,64
2024-11-18,14:55:59,56
2024-11-18,15:16:58,99
2024-11-18,15:17:58,102
2024-11-18,15:18:59,104
2024-11-18,15:19:59,107
2024-11-18,15:44:58,140
2024-11-18,15:45:59,141
2024-11-18,15:48:11,145
2024-11-18,22:10:01,477
2024-11-18,22:11:00,476
2024-11-18,22:12:00,470
2024-11-18,22:13:00,446
2024-11-18,15:43:59,138
2024-11-18,22:14:00,408
2024-11-18,22:16:00,338
2024-11-18,22:17:01,311
2024-11-18,22:18:00,287
2024-11-18,22:19:00,266
2024-11-18,22:20:00,246
2024-11-18,22:21:00,228
2024-11-18,22:22:00,210
2024-11-18,22:15:00,370
2024-11-18,22:25:00,162
2024-11-18,15:42:59,137
2024-11-18,15:40:58,134
2024-11-18,15:20:59,110
2024-11-18,15:21:59,111
2024-11-18,15:23:58,113
2024-11-18,15:24:59,114
2024-11-18,15:25:58,115
2024-11-18,15:26:59,117
2024-11-18,15:27:59,118
2024-11-18,15:41:58,135
2024-11-18,15:28:59,119
2024-11-18,15:32:59,124
2024-11-18,15:33:58,125
2024-11-18,15:34:58,127
2024-11-18,15:36:59,129
2024-11-18,15:37:59,130
2024-11-18,15:38:59,131
2024-11-18,15:39:58,133
2024-11-18,15:31:59,123
2024-11-19,22:17:00,367
2024-11-19,22:18:00,361
2024-11-19,22:19:00,353
2024-11-19,22:21:00,339
2024-11-19,22:22:00,333
2024-11-19,22:23:46,325
2024-11-19,22:24:47,318
2024-11-19,22:25:47,293
2024-11-19,22:29:46,185
2024-11-19,22:31:47,147
2024-11-19,22:32:46,129
2024-11-19,22:33:47,112
2024-11-19,22:34:46,96
2024-11-19,22:35:46,81
2024-11-19,22:36:46,67
2024-11-19,22:37:47,53
2024-11-19,22:27:46,232
2024-11-20,23:31:00,62
2024-11-20,23:28:00,109
2024-11-20,23:27:00,127
2024-11-20,23:25:00,174
2024-11-20,22:32:10,368
2024-11-20,22:33:09,369
2024-11-20,22:34:09,360
2024-11-20,22:36:09,299
2024-11-20,22:37:09,268
2024-11-20,22:39:09,221
2024-11-20,22:40:09,201
2024-11-20,22:41:09,183
2024-11-20,22:42:09,165
2024-11-20,22:43:09,148
2024-11-20,22:44:09,132
2024-11-20,22:45:09,117
2024-11-20,22:46:09,103
2024-11-20,22:47:09,89
2024-11-20,22:48:09,76
2024-11-20,22:49:09,63
2024-11-20,23:21:01,237
2024-11-20,23:23:00,231
2024-11-20,23:24:00,204
2024-11-20,23:26:00,149
2024-11-21,14:55:35,53
2024-11-21,14:56:36,57
2024-11-21,14:57:36,60
2024-11-21,14:58:36,63
2024-11-21,14:59:35,66
2024-11-21,15:00:36,69
2024-11-21,15:01:35,72
2024-11-21,15:02:35,74
2024-11-21,15:03:35,77
2024-11-21,15:04:35,80
2024-11-21,15:05:36,83
2024-11-21,15:06:35,85
2024-11-21,15:07:35,88
2024-11-21,15:08:35,91
2024-11-21,15:09:35,93
2024-11-21,15:11:35,98
2024-11-21,15:13:35,102
2024-11-21,10:39:21,54
2024-11-21,10:41:21,61
2024-11-21,10:42:21,64
2024-11-21,10:43:22,67
2024-11-21,10:44:22,70
2024-11-21,10:46:22,77
2024-11-21,10:47:22,81
2024-11-21,10:48:22,84
2024-11-21,10:49:22,86
2024-11-21,10:50:22,90
2024-11-21,10:52:22,97
2024-11-21,10:53:22,102
2024-11-21,10:55:22,65
2024-11-21,10:45:22,75
2024-11-21,15:14:35,105
2024-11-21,12:59:40,143
2024-11-21,13:00:40,140
2024-11-21,13:01:39,96
2024-11-21,13:02:40,65
2024-11-21,15:15:36,107
2024-11-21,15:17:36,109
2024-11-21,22:27:01,76
2024-11-21,22:26:01,90
2024-11-21,22:10:01,431
2024-11-21,22:11:00,431
2024-11-21,22:12:00,421
2024-11-21,22:13:00,391
2024-11-21,22:14:00,351
2024-11-21,22:15:01,314
2024-11-21,22:16:01,283
2024-11-21,22:17:01,257
2024-11-21,22:19:01,212
2024-11-21,22:20:01,192
2024-11-21,22:21:01,173
2024-11-21,22:23:01,138
2024-11-21,22:24:01,121
2024-11-21,22:25:01,105
2024-11-21,17:19:36,68
2024-11-21,17:18:36,87
2024-11-21,15:49:36,151
2024-11-21,15:50:36,152
2024-11-21,15:51:36,153
2024-11-21,15:52:36,155
2024-11-21,15:53:36,156
2024-11-21,15:54:36,158
2024-11-21,15:57:35,162
2024-11-21,15:58:36,163
2024-11-21,15:59:35,164
2024-11-21,16:00:35,165
2024-11-21,16:01:36,166
2024-11-21,16:02:35,168
2024-11-21,16:04:35,170
2024-11-21,16:05:35,171
2024-11-21,16:06:35,173
2024-11-21,16:07:35,174
2024-11-21,16:08:36,175
2024-11-21,16:09:36,196
2024-11-21,16:10:36,197
2024-11-21,16:11:36,198
2024-11-21,16:13:36,201
2024-11-21,16:15:36,203
2024-11-21,16:16:36,204
2024-11-21,15:48:35,150
2024-11-21,16:17:36,205
2024-11-21,15:47:35,148
2024-11-21,15:45:36,146
2024-11-21,15:18:36,110
2024-11-21,15:19:36,111
2024-11-21,15:20:36,112
2024-11-21,15:21:36,113
2024-11-21,15:22:36,115
2024-11-21,15:23:36,116
2024-11-21,15:24:36,117
2024-11-21,15:26:36,120
2024-11-21,15:27:36,122
2024-11-21,15:29:36,125
2024-11-21,15:30:36,126
2024-11-21,15:32:36,129
2024-11-21,15:33:36,130
2024-11-21,15:34:35,132
2024-11-21,15:35:36,133
2024-11-21,15:36:36,134
2024-11-21,15:37:36,136
2024-11-21,15:38:36,137
2024-11-21,15:39:36,138
2024-11-21,15:41:36,141
2024-11-21,15:42:36,142
2024-11-21,15:43:36,143
2024-11-21,15:44:36,144
2024-11-21,15:46:36,147
2024-11-21,15:16:36,108
2024-11-21,16:18:36,206
2024-11-21,16:20:36,209
2024-11-21,16:51:35,243
2024-11-21,16:52:35,244
2024-11-21,16:53:36,245
2024-11-21,16:54:35,246
2024-11-21,16:55:35,247
2024-11-21,16:57:35,249
2024-11-21,16:58:35,250
2024-11-21,16:59:36,251
2024-11-21,17:00:35,252
2024-11-21,17:02:36,254
2024-11-21,17:03:36,255
2024-11-21,17:04:36,256
2024-11-21,17:05:36,257
2024-11-21,17:06:36,258
